ID_CLIENTE_ANTERIOR,ID_CLIENTE_ATUAL,TIPO_CONTRATO,VALOR_ANUIDADE,VALOR_SOLICITADO,VALOR_CREDITO,VALOR_ENTRADA,VALOR_BENS,DIA_SEMANA_INICIO,HORA_INICIO,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,MOTIVO_EMPRESTIMO,STATUS_CONTRATO,DIAS_DECISAO,TIPO_PAGAMENTO,MOTIVO_REJEICAO,TIPO_ACOMPANHANTE,TIPO_CLIENTE,CATEGORIA_BENS,CARTEIRA,TIPO_PRODUTO,CANAL_VENDA,AREA_VENDEDOR,INDUSTRIA_VENDEDOR,QTD_PAGAMENTOS,GRUPO_RENTABILIDADE,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL,DATASET_TRATADO,DATA_DECISAO_PTBR
1816690,372970,CONSUMER LOANS,10483.65,104850.0,93838.5,11011.5,104850.0,SATURDAY,11,Y,1,0.1143779165040967,,,XAP,APPROVED,-132,CASH THROUGH THE BANK,XAP,,REPEATER,MEDICINE,POS,XNA,STONE,250,XNA,10.0,LOW_NORMAL,POS INDUSTRY WITH INTEREST,365243.0,-99.0,171.0,365243.0,365243.0,0.0,SIM,25/09/2025
2203764,205177,CASH LOANS,34423.11,450000.0,491580.0,,450000.0,WEDNESDAY,17,Y,1,,,,XNA,APPROVED,-880,CASH THROUGH THE BANK,XAP,FAMILY,REPEATER,XNA,CASH,X-SELL,AP+ (CASH LOAN),5,XNA,24.0,HIGH,CASH X-SELL: HIGH,365243.0,-850.0,-160.0,-730.0,-720.0,1.0,SIM,08/09/2023
1946657,427532,CONSUMER LOANS,7795.125,147195.0,172840.5,0.0,147195.0,SUNDAY,11,Y,1,0.0,,,XAP,APPROVED,-1327,CASH THROUGH THE BANK,XAP,UNACCOMPANIED,NEW,AUDIO/VIDEO,POS,XNA,COUNTRY-WIDE,2078,CONSUMER ELECTRONICS,24.0,LOW_ACTION,POS HOUSEHOLD WITHOUT INTEREST,365243.0,-1296.0,-606.0,-996.0,-990.0,0.0,SIM,18/06/2022
1894597,442603,CONSUMER LOANS,2334.42,39996.0,45153.0,0.0,39996.0,MONDAY,17,Y,1,0.0,,,XAP,APPROVED,-1071,CASH THROUGH THE BANK,XAP,CHILDREN,REPEATER,PHOTO / CINEMA EQUIPMENT,POS,XNA,COUNTRY-WIDE,2078,CONSUMER ELECTRONICS,24.0,LOW_NORMAL,POS HOUSEHOLD WITH INTEREST,365243.0,-1040.0,-350.0,-350.0,-344.0,0.0,SIM,01/03/2023
1385097,369423,CONSUMER LOANS,2652.705,19611.0,14170.5,6111.0,19611.0,FRIDAY,12,Y,1,0.3281529741614055,,,XAP,APPROVED,-1525,CASH THROUGH THE BANK,XAP,"SPOUSE, PARTNER",REPEATER,AUDIO/VIDEO,POS,XNA,COUNTRY-WIDE,2078,CONSUMER ELECTRONICS,6.0,MIDDLE,POS HOUSEHOLD WITH INTEREST,,,,,,,SIM,02/12/2021
1973766,282755,CONSUMER LOANS,13150.575,249309.0,287482.5,0.0,249309.0,FRIDAY,17,Y,1,0.0,,,XAP,APPROVED,-1268,CASH THROUGH THE BANK,XAP,UNACCOMPANIED,REPEATER,AUDIO/VIDEO,POS,XNA,COUNTRY-WIDE,2078,CONSUMER ELECTRONICS,24.0,LOW_ACTION,POS HOUSEHOLD WITHOUT INTEREST,365243.0,-1237.0,-547.0,-937.0,-930.0,0.0,SIM,16/08/2022
1241792,404105,CONSUMER LOANS,23343.03,132480.0,125527.5,13248.0,132480.0,SATURDAY,16,Y,1,0.1039684696768259,,,XAP,APPROVED,-33,CASH THROUGH THE BANK,XAP,FAMILY,REFRESHED,CONSUMER ELECTRONICS,POS,XNA,REGIONAL / LOCAL,100,CONSUMER ELECTRONICS,6.0,MIDDLE,POS HOUSEHOLD WITH INTEREST,365243.0,-3.0,147.0,365243.0,365243.0,1.0,SIM,02/01/2026
1395742,451154,CONSUMER LOANS,6087.42,66649.5,59980.5,6669.0,66649.5,FRIDAY,13,Y,1,0.1089752702229914,,,XAP,APPROVED,-600,CASH THROUGH THE BANK,XAP,,REPEATER,MOBILE,POS,XNA,COUNTRY-WIDE,30,CONNECTIVITY,12.0,MIDDLE,POS MOBILE WITH INTEREST,365243.0,-562.0,-232.0,-352.0,-346.0,0.0,SIM,14/06/2024
2729966,216189,CONSUMER LOANS,30041.055,325588.5,293026.5,32562.0,325588.5,SUNDAY,18,Y,1,0.1089196276337099,,,XAP,APPROVED,-514,CASH THROUGH THE BANK,XAP,UNACCOMPANIED,NEW,CLOTHING AND ACCESSORIES,POS,XNA,STONE,40,CLOTHING,12.0,MIDDLE,POS INDUSTRY WITH INTEREST,365243.0,-484.0,-154.0,-184.0,-178.0,0.0,SIM,08/09/2024
2334831,430368,CASH LOANS,58021.695,877500.0,1031193.0,,877500.0,THURSDAY,16,Y,1,,,,XNA,APPROVED,-970,CASH THROUGH THE BANK,XAP,UNACCOMPANIED,REPEATER,XNA,CASH,X-SELL,CREDIT AND CASH OFFICES,-1,XNA,30.0,MIDDLE,CASH X-SELL: MIDDLE,365243.0,-940.0,-70.0,-70.0,-57.0,1.0,SIM,10/06/2023
2012211,282125,REVOLVING LOANS,33750.0,0.0,675000.0,,,FRIDAY,17,Y,1,,,,XAP,REFUSED,-568,XNA,SCOFR,,REPEATER,XNA,CARDS,X-SELL,CREDIT AND CASH OFFICES,-1,XNA,0.0,XNA,CARD X-SELL,,,,,,,SIM,16/07/2024
1299881,454363,CASH LOANS,40933.575,688500.0,783018.0,,688500.0,WEDNESDAY,12,Y,1,,,,XNA,REFUSED,-456,CASH THROUGH THE BANK,HC,UNACCOMPANIED,REPEATER,XNA,CASH,X-SELL,CREDIT AND CASH OFFICES,-1,XNA,48.0,HIGH,CASH X-SELL: HIGH,,,,,,,SIM,05/11/2024
2709276,342991,REVOLVING LOANS,45000.0,900000.0,900000.0,,900000.0,TUESDAY,13,Y,1,,,,XAP,APPROVED,-511,XNA,XAP,,REPEATER,XNA,CARDS,X-SELL,CREDIT AND CASH OFFICES,-1,XNA,0.0,XNA,CARD X-SELL,-479.0,-435.0,365243.0,365243.0,365243.0,0.0,SIM,11/09/2024
2742815,244966,CASH LOANS,,0.0,0.0,,,WEDNESDAY,12,Y,1,,,,XNA,CANCELED,-183,XNA,XAP,,REPEATER,XNA,XNA,XNA,CREDIT AND CASH OFFICES,-1,XNA,,XNA,CASH,,,,,,,SIM,05/08/2025
2796269,240839,CASH LOANS,,0.0,0.0,,,WEDNESDAY,13,Y,1,,,,XNA,REFUSED,-223,XNA,HC,,REPEATER,XNA,XNA,XNA,CREDIT AND CASH OFFICES,-1,XNA,,XNA,CASH,,,,,,,SIM,26/06/2025
1981960,306707,CASH LOANS,10678.005,225000.0,269550.0,,225000.0,WEDNESDAY,11,Y,1,,,,BUILDING A HOUSE OR AN ANNEX,REFUSED,-13,CASH THROUGH THE BANK,SCOFR,UNACCOMPANIED,REPEATER,XNA,CASH,WALK-IN,CREDIT AND CASH OFFICES,-1,XNA,36.0,LOW_NORMAL,CASH STREET: LOW,,,,,,,SIM,22/01/2026
1275378,433914,REVOLVING LOANS,,0.0,0.0,,,TUESDAY,17,Y,1,,,,XAP,CANCELED,-314,XNA,XAP,,REPEATER,XNA,XNA,XNA,CREDIT AND CASH OFFICES,-1,XNA,,XNA,CARD STREET,,,,,,,SIM,27/03/2025
1009986,360684,CONSUMER LOANS,11451.735,57600.0,60642.0,0.0,57600.0,TUESDAY,14,Y,1,0.0,,,XAP,APPROVED,-693,CASH THROUGH THE BANK,XAP,UNACCOMPANIED,NEW,FURNITURE,POS,XNA,STONE,95,FURNITURE,6.0,MIDDLE,POS INDUSTRY WITH INTEREST,365243.0,-662.0,-512.0,-512.0,-506.0,0.0,SIM,13/03/2024
1519873,258336,CONSUMER LOANS,4699.035,46530.0,46300.5,4653.0,46530.0,WEDNESDAY,12,Y,1,0.0994542082486973,,,XAP,APPROVED,-621,CASH THROUGH THE BANK,XAP,UNACCOMPANIED,REFRESHED,MOBILE,POS,XNA,COUNTRY-WIDE,31,CONNECTIVITY,12.0,MIDDLE,POS MOBILE WITH INTEREST,365243.0,-590.0,-260.0,-260.0,-252.0,0.0,SIM,24/05/2024
2535384,394386,CONSUMER LOANS,3995.505,28750.5,19750.5,9000.0,28750.5,SUNDAY,8,Y,1,0.3409268771610295,,,XAP,APPROVED,-953,CASH THROUGH THE BANK,XAP,,REPEATER,AUDIO/VIDEO,POS,XNA,COUNTRY-WIDE,20,CONNECTIVITY,6.0,HIGH,POS MOBILE WITH INTEREST,365243.0,-914.0,-764.0,-854.0,-827.0,0.0,SIM,27/06/2023
2443751,210583,CASH LOANS,,0.0,0.0,,,MONDAY,18,Y,1,,,,XNA,CANCELED,-201,XNA,XAP,,REPEATER,XNA,XNA,XNA,CREDIT AND CASH OFFICES,-1,XNA,,XNA,CASH,,,,,,,SIM,18/07/2025
1524716,273901,REVOLVING LOANS,,0.0,0.0,,,MONDAY,14,Y,1,,,,XAP,CANCELED,-395,XNA,XAP,,REPEATER,XNA,XNA,XNA,CREDIT AND CASH OFFICES,-1,XNA,,XNA,CARD STREET,,,,,,,SIM,05/01/2025
2081217,281586,REVOLVING LOANS,,0.0,0.0,,,THURSDAY,14,Y,1,,,,XAP,CANCELED,-84,XNA,XAP,,REPEATER,XNA,XNA,XNA,CREDIT AND CASH OFFICES,-1,XNA,,XNA,CARD STREET,,,,,,,SIM,12/11/2025
2522811,120854,REVOLVING LOANS,33750.0,0.0,675000.0,,,THURSDAY,18,Y,1,,,,XAP,APPROVED,-879,XNA,XAP,,REPEATER,XNA,CARDS,X-SELL,CREDIT AND CASH OFFICES,-1,XNA,0.0,XNA,CARD X-SELL,-332.0,-297.0,365243.0,365243.0,365243.0,0.0,SIM,09/09/2023
2408628,320444,CASH LOANS,55973.295,1035000.0,1110141.0,,1035000.0,FRIDAY,16,Y,1,,,,XNA,APPROVED,-953,CASH THROUGH THE BANK,XAP,UNACCOMPANIED,REPEATER,XNA,CASH,X-SELL,CREDIT AND CASH OFFICES,-1,XNA,30.0,MIDDLE,CASH X-SELL: MIDDLE,365243.0,-923.0,-53.0,-53.0,-48.0,1.0,SIM,27/06/2023
1851241,415052,CONSUMER LOANS,9675.855,46476.0,48775.5,0.0,46476.0,TUESDAY,16,Y,1,0.0,,,XAP,APPROVED,-1368,CASH THROUGH THE BANK,XAP,CHILDREN,NEW,CONSUMER ELECTRONICS,POS,XNA,COUNTRY-WIDE,3500,CONSUMER ELECTRONICS,6.0,HIGH,POS HOUSEHOLD WITH INTEREST,365243.0,-1337.0,-1187.0,-1187.0,-1181.0,0.0,SIM,08/05/2022
2030030,133853,CONSUMER LOANS,7253.055,104809.5,121410.0,0.0,104809.5,SATURDAY,14,Y,1,0.0,,,XAP,APPROVED,-346,CASH THROUGH THE BANK,XAP,,REPEATER,AUDIO/VIDEO,POS,XNA,COUNTRY-WIDE,3500,CONSUMER ELECTRONICS,18.0,LOW_ACTION,POS HOUSEHOLD WITHOUT INTEREST,365243.0,-315.0,195.0,365243.0,365243.0,0.0,SIM,23/02/2025
1935914,191576,CONSUMER LOANS,,23400.0,23400.0,,23400.0,SATURDAY,9,Y,1,,,,XAP,UNUSED OFFER,-1412,CASH THROUGH THE BANK,CLIENT,FAMILY,REPEATER,AUDIO/VIDEO,XNA,XNA,COUNTRY-WIDE,3500,CONSUMER ELECTRONICS,,XNA,POS HOUSEHOLD WITH INTEREST,,,,,,,SIM,25/03/2022
1457539,307992,CONSUMER LOANS,,113215.5,113215.5,0.0,113215.5,SUNDAY,12,Y,1,0.0,,,XAP,UNUSED OFFER,-520,CASH THROUGH THE BANK,CLIENT,,NEW,COMPUTERS,XNA,XNA,COUNTRY-WIDE,25,CONNECTIVITY,,XNA,POS MOBILE WITH INTEREST,,,,,,,SIM,02/09/2024
1077629,203467,CASH LOANS,46345.32,1012500.0,1115410.5,,1012500.0,THURSDAY,10,Y,1,,,,XNA,APPROVED,-974,CASH THROUGH THE BANK,XAP,UNACCOMPANIED,REPEATER,XNA,CASH,X-SELL,CREDIT AND CASH OFFICES,-1,XNA,42.0,MIDDLE,CASH X-SELL: MIDDLE,365243.0,-944.0,286.0,-554.0,-551.0,1.0,SIM,06/06/2023
